Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000094887	ENSMUSG00000094887.2	AC163611.2	ENSG00000187545	PRAMEF10
ENSMUSG00000094887	ENSMUSG00000094887.2	AC163611.2	ENSG00000204505	PRAMEF9
ENSMUSG00000094887	ENSMUSG00000094887.2	AC163611.2	ENSG00000239810	PRAMEF11
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000274764	PRAMEF27
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204479	PRAMEF17
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204480	PRAMEF19
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000237700	PRAMEF33
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000116726	PRAMEF12
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000232423	PRAMEF6
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000279804	PRAMEF18
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000182330	PRAMEF8
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000116721	PRAMEF1
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000229571	PRAMEF25
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000120952	PRAMEF2
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204510	PRAMEF7
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000270601	PRAMEF5
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000243073	PRAMEF4
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000280267	PRAMEF26
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204501	PRAMEF15
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204481	PRAMEF14
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000279169	PRAMEF13
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204478	PRAMEF20
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000187545	PRAMEF10
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000204505	PRAMEF9
ENSMUSG00000091585	ENSMUSG00000091585.3	AC140365.1	ENSG00000239810	PRAMEF11
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000274764	PRAMEF27
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204479	PRAMEF17
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204480	PRAMEF19
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000237700	PRAMEF33
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000116726	PRAMEF12
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000232423	PRAMEF6
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000279804	PRAMEF18
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000182330	PRAMEF8
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000116721	PRAMEF1
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000229571	PRAMEF25
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000120952	PRAMEF2
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204510	PRAMEF7
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000270601	PRAMEF5
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000243073	PRAMEF4
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000280267	PRAMEF26
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204501	PRAMEF15
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204481	PRAMEF14
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000279169	PRAMEF13
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204478	PRAMEF20
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000187545	PRAMEF10
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000204505	PRAMEF9
ENSMUSG00000095763	ENSMUSG00000095763.2	AC124606.2	ENSG00000239810	PRAMEF11
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000274764	PRAMEF27
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204479	PRAMEF17
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204480	PRAMEF19
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000237700	PRAMEF33
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000116726	PRAMEF12
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000232423	PRAMEF6
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000279804	PRAMEF18
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000182330	PRAMEF8
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000116721	PRAMEF1
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000229571	PRAMEF25
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000120952	PRAMEF2
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204510	PRAMEF7
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000270601	PRAMEF5
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000243073	PRAMEF4
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000280267	PRAMEF26
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204501	PRAMEF15
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204481	PRAMEF14
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000279169	PRAMEF13
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204478	PRAMEF20
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000187545	PRAMEF10
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000204505	PRAMEF9
ENSMUSG00000095523	ENSMUSG00000095523.2	AC124606.1	ENSG00000239810	PRAMEF11
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000274764	PRAMEF27
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204479	PRAMEF17
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204480	PRAMEF19
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000237700	PRAMEF33
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000116726	PRAMEF12
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000232423	PRAMEF6
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000279804	PRAMEF18
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000182330	PRAMEF8
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000116721	PRAMEF1
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000229571	PRAMEF25
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000120952	PRAMEF2
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204510	PRAMEF7
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000270601	PRAMEF5
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000243073	PRAMEF4
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000280267	PRAMEF26
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204501	PRAMEF15
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204481	PRAMEF14
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000279169	PRAMEF13
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204478	PRAMEF20
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000187545	PRAMEF10
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000204505	PRAMEF9
ENSMUSG00000095475	ENSMUSG00000095475.2	AC133095.2	ENSG00000239810	PRAMEF11
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000274764	PRAMEF27
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204479	PRAMEF17
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204480	PRAMEF19
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000237700	PRAMEF33
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000116726	PRAMEF12
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000232423	PRAMEF6
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000279804	PRAMEF18
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000182330	PRAMEF8
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000116721	PRAMEF1
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000229571	PRAMEF25
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000120952	PRAMEF2
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204510	PRAMEF7
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000270601	PRAMEF5
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000243073	PRAMEF4
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000280267	PRAMEF26
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204501	PRAMEF15
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204481	PRAMEF14
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000279169	PRAMEF13
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204478	PRAMEF20
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000187545	PRAMEF10
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000204505	PRAMEF9
ENSMUSG00000094855	ENSMUSG00000094855.2	AC133095.1	ENSG00000239810	PRAMEF11
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000274764	PRAMEF27
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204479	PRAMEF17
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204480	PRAMEF19
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000237700	PRAMEF33
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000116726	PRAMEF12
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000232423	PRAMEF6
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000279804	PRAMEF18
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000182330	PRAMEF8
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000116721	PRAMEF1
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000229571	PRAMEF25
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000120952	PRAMEF2
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204510	PRAMEF7
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000270601	PRAMEF5
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000243073	PRAMEF4
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000280267	PRAMEF26
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204501	PRAMEF15
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204481	PRAMEF14
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000279169	PRAMEF13
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204478	PRAMEF20
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000187545	PRAMEF10
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000204505	PRAMEF9
ENSMUSG00000095666	ENSMUSG00000095666.2	AC164084.2	ENSG00000239810	PRAMEF11
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000274764	PRAMEF27
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204479	PRAMEF17
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204480	PRAMEF19
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000237700	PRAMEF33
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000116726	PRAMEF12
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000232423	PRAMEF6
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000279804	PRAMEF18
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000182330	PRAMEF8
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000116721	PRAMEF1
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000229571	PRAMEF25
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000120952	PRAMEF2
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204510	PRAMEF7
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000270601	PRAMEF5
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000243073	PRAMEF4
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000280267	PRAMEF26
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204501	PRAMEF15
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204481	PRAMEF14
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000279169	PRAMEF13
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204478	PRAMEF20
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000187545	PRAMEF10
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000204505	PRAMEF9
ENSMUSG00000096680	ENSMUSG00000096680.2	AC164084.3	ENSG00000239810	PRAMEF11
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000274764	PRAMEF27
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204479	PRAMEF17
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204480	PRAMEF19
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000237700	PRAMEF33
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000116726	PRAMEF12
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000232423	PRAMEF6
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000279804	PRAMEF18
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000182330	PRAMEF8
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000116721	PRAMEF1
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000229571	PRAMEF25
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000120952	PRAMEF2
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204510	PRAMEF7
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000270601	PRAMEF5
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000243073	PRAMEF4
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000280267	PRAMEF26
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204501	PRAMEF15
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204481	PRAMEF14
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000279169	PRAMEF13
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204478	PRAMEF20
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000187545	PRAMEF10
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000204505	PRAMEF9
ENSMUSG00000095505	ENSMUSG00000095505.2	AC164084.1	ENSG00000239810	PRAMEF11
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000274764	PRAMEF27
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204479	PRAMEF17
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204480	PRAMEF19
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000237700	PRAMEF33
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000116726	PRAMEF12
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000232423	PRAMEF6
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000279804	PRAMEF18
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000182330	PRAMEF8
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000116721	PRAMEF1
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000229571	PRAMEF25
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000120952	PRAMEF2
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204510	PRAMEF7
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000270601	PRAMEF5
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000243073	PRAMEF4
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000280267	PRAMEF26
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204501	PRAMEF15
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204481	PRAMEF14
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000279169	PRAMEF13
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204478	PRAMEF20
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000187545	PRAMEF10
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000204505	PRAMEF9
ENSMUSG00000094722	ENSMUSG00000094722.2	AC125178.1	ENSG00000239810	PRAMEF11
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000274764	PRAMEF27
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204479	PRAMEF17
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204480	PRAMEF19
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000237700	PRAMEF33
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000116726	PRAMEF12
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000232423	PRAMEF6
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000279804	PRAMEF18
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000182330	PRAMEF8
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000116721	PRAMEF1
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000229571	PRAMEF25
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000120952	PRAMEF2
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204510	PRAMEF7
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000270601	PRAMEF5
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000243073	PRAMEF4
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000280267	PRAMEF26
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204501	PRAMEF15
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204481	PRAMEF14
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000279169	PRAMEF13
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204478	PRAMEF20
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000187545	PRAMEF10
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000204505	PRAMEF9
ENSMUSG00000095728	ENSMUSG00000095728.2	AC125178.3	ENSG00000239810	PRAMEF11
ENSMUSG00000095250	ENSMUSG00000095250.2	AC133103.4	ENSG00000135899	SP110
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000274764	PRAMEF27
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204479	PRAMEF17
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204480	PRAMEF19
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000237700	PRAMEF33
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000116726	PRAMEF12
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000232423	PRAMEF6
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000279804	PRAMEF18
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000182330	PRAMEF8
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000116721	PRAMEF1
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000229571	PRAMEF25
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000120952	PRAMEF2
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204510	PRAMEF7
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000270601	PRAMEF5
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000243073	PRAMEF4
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000280267	PRAMEF26
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204501	PRAMEF15
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204481	PRAMEF14
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000279169	PRAMEF13
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204478	PRAMEF20
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000187545	PRAMEF10
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000204505	PRAMEF9
ENSMUSG00000095076	ENSMUSG00000095076.2	AC125178.2	ENSG00000239810	PRAMEF11
ENSMUSG00000095672	ENSMUSG00000095672.2	AC133103.5	ENSG00000135899	SP110
ENSMUSG00000094514	ENSMUSG00000094514.2	AC133103.3	ENSG00000067066	SP100
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000274764	PRAMEF27
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204479	PRAMEF17
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204480	PRAMEF19
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000237700	PRAMEF33
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000116726	PRAMEF12
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000232423	PRAMEF6
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000279804	PRAMEF18
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000182330	PRAMEF8
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000116721	PRAMEF1
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000229571	PRAMEF25
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000120952	PRAMEF2
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204510	PRAMEF7
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000270601	PRAMEF5
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000243073	PRAMEF4
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000280267	PRAMEF26
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204501	PRAMEF15
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204481	PRAMEF14
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000279169	PRAMEF13
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204478	PRAMEF20
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000187545	PRAMEF10
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000204505	PRAMEF9
ENSMUSG00000094303	ENSMUSG00000094303.2	AC165294.1	ENSG00000239810	PRAMEF11
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000274764	PRAMEF27
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000204479	PRAMEF17
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000204480	PRAMEF19
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000237700	PRAMEF33
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000116726	PRAMEF12
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000232423	PRAMEF6
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000279804	PRAMEF18
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000182330	PRAMEF8
ENSMUSG00000096236	ENSMUSG00000096236.2	AC165294.2	ENSG00000116721	PRAMEF1
